gene_name	biotype	mat	pat
RN7SKP295	pseudogene	True	True
RNU6-620P	pseudogene	True	True
RPL13AP14	pseudogene	True	True
RNU4-11P	pseudogene	True	True
ZP3P1	pseudogene	True	True
LOC107986386	lncRNA	True	True
EDIL3	protein_coding	True	True
RNU6-448P	pseudogene	True	True
LOC124901223	pseudogene	True	True
EDIL3-DT	lncRNA	True	True
LOC105379059	lncRNA	True	True
PPIAP79	pseudogene	True	True
RBBP4P6	pseudogene	True	True
LOC101060076	pseudogene	True	True
LOC101929321	lncRNA	True	True
RPL5P17	pseudogene	True	True
LOC645181	pseudogene	True	True
LOC105379061	lncRNA	True	True
RPS2P25	pseudogene	True	True
LOC105379062	lncRNA	True	True
LOC105379063	lncRNA	True	True
PTP4A1P4	pseudogene	True	True
NBPF22P	transcribed_pseudogene	True	True
LOC105379064	lncRNA	True	True
LOC100421863	pseudogene	True	True
COX7C	protein_coding	True	True
SNORD138	snoRNA	True	True
RNU6-804P	pseudogene	True	True
LINC02059	lncRNA	True	True
RPL10AP9	pseudogene	True	True
LOC645261	lncRNA	True	True
LOC105379065	lncRNA	True	True
RN7SKP34	pseudogene	True	True
MIR4280	miRNA	True	True
LOC101929380	lncRNA	True	True
LINC01949	lncRNA	True	True
RASA1	protein_coding	True	True
RN7SL629P	pseudogene	True	True
LOC124901022	lncRNA	True	True
RNU6-606P	pseudogene	True	True
CCNH	protein_coding	True	True
LOC644285	lncRNA	True	True
LOC105379066	lncRNA	True	True
RNU6-727P	pseudogene	True	True
LOC124901222	pseudogene	True	True
LINC02488	lncRNA	True	True
LINC02144	lncRNA	True	True
LOC124901023	lncRNA	True	True
LOC105379070	lncRNA	True	True
TMEM161B	protein_coding	True	True
TMEM161B-DT	lncRNA	True	True
RNA5SP187	pseudogene	True	True
RPS3AP22	pseudogene	True	True
LOC124900200	snoRNA	True	True
LINC02060	lncRNA	True	True
LINC00461	lncRNA	True	True
H3P23	pseudogene	True	True
MIR9-2	miRNA	True	True
MEF2C-AS2	lncRNA	True	True
LOC124901024	lncRNA	True	True
MEF2C	protein_coding	True	True
MEF2C-AS1	lncRNA	True	True
LOC105379074	lncRNA	True	True
LOC105379073	lncRNA	True	True
LOC107986387	lncRNA	True	True
LINC02161	lncRNA	True	True
LOC124901184	lncRNA	True	True
LOC102724637	lncRNA	True	True
MIR3660	miRNA	True	True
LINC01339	lncRNA	True	True
CETN3	protein_coding	True	True
LOC731157	lncRNA	True	True
MBLAC2	protein_coding	True	True
POLR3G	protein_coding	True	True
LYSMD3	protein_coding	True	True
ADGRV1	protein_coding	True	True
LOC105379077	lncRNA	True	True
TMEM251P1	pseudogene	True	True
LOC107986432	lncRNA	True	True
LOC107986433	lncRNA	True	True
RNU4-90P	pseudogene	True	True
LUCAT1	lncRNA	True	True
RPS18P7	pseudogene	True	True
ARRDC3	protein_coding	True	True
ARRDC3-AS1	lncRNA	True	True
RAB5CP2	pseudogene	True	True
LOC107986434	lncRNA	True	True
LOC105379078	lncRNA	True	True
PCBP2P3	pseudogene	True	True
LOC105379080	lncRNA	True	True
LOC105379082	lncRNA	True	True
LDHBP3	pseudogene	True	True
CCT7P2	pseudogene	True	True
LINC02058	lncRNA	True	True
LOC107986388	lncRNA	True	True
LOC124901025	lncRNA	True	True
LOC105379083	lncRNA	True	True
POLD2P1	pseudogene	True	True
NR2F1-AS1	lncRNA	True	True
LOC124901026	lncRNA	True	True
NR2F1	protein_coding	True	True
LOC124901027	lncRNA	True	True
FAM172A	protein_coding	True	True
MIR2277	miRNA	True	True
LOC124901028	lncRNA	True	True
NPM1P27	pseudogene	True	True
POU5F2	protein_coding	True	True
LOC105379087	lncRNA	True	True
KIAA0825	protein_coding	True	True
MTND5P12	pseudogene	True	True
MTND6P3	pseudogene	True	True
TRNE	tRNA	False	False
MTCYBP35	pseudogene	True	True
LOC100533629	pseudogene	True	True
SLF1	protein_coding	True	True
MCTP1	protein_coding	True	True
RPL7P18	pseudogene	True	True
LOC105379085	lncRNA	True	True
LOC105379089	lncRNA	True	True
FAM81B	protein_coding	True	True
RTRAFP2	pseudogene	True	True
TTC37	protein_coding	True	True
RNU6-308P	pseudogene	True	True
ARSK	protein_coding	True	True
GPR150	protein_coding	True	True
LOC112267933	lncRNA	True	True
RFESD	protein_coding	True	True
SPATA9	protein_coding	True	True
LOC105379090	lncRNA	True	True
RHOBTB3	protein_coding	True	True
HSPD1P11	pseudogene	True	True
GLRX	protein_coding	True	True
LOC124901029	lncRNA	True	True
GGCTP1	pseudogene	True	True
LOC102724720	lncRNA	True	True
LINC01554	lncRNA	True	True
LOC105379091	lncRNA	True	True
ELL2	protein_coding	True	True
LOC101929710	lncRNA	True	True
FABP5P5	pseudogene	True	True
LOC105379096	lncRNA	True	True
MIR583	miRNA	True	True
LOC105379675	lncRNA	True	True
RNU6-524P	pseudogene	True	True
LOC124901032	lncRNA	True	True
LOC107986365	lncRNA	True	True
LOC124901034	lncRNA	True	True
PCSK1	protein_coding	True	True
LOC102724070	pseudogene	True	True
CAST	protein_coding	True	True
LOC107986363	lncRNA	True	True
ERAP1	protein_coding	True	True
LOC124901031	lncRNA	True	True
LOC124901033	lncRNA	True	True
ERAP2	protein_coding	True	True
LOC124901030	protein_coding	True	True
LNPEP	protein_coding	True	True
RPS20P16	pseudogene	True	True
SETP22	pseudogene	True	True
LIX1-AS1	lncRNA	True	True
LIX1	protein_coding	True	True
RIOK2	protein_coding	True	True
RNU1-73P	pseudogene	True	True
YTHDF1P1	pseudogene	True	True
LOC100289037	pseudogene	True	True
LINC01340	lncRNA	True	True
MTCYBP40	pseudogene	True	True
LOC391813	pseudogene	True	True
LINC02234	lncRNA	True	True
LINC01846	lncRNA	True	True
LOC100420130	pseudogene	True	True
PSME2P1	pseudogene	True	True
LOC402221	pseudogene	True	True
KRT8P32	pseudogene	True	True
MRPS35P2	pseudogene	True	True
MTCO2P24	pseudogene	True	True
MTCO1P24	pseudogene	True	True
CTBP2P4	pseudogene	True	True
DDX18P4	pseudogene	True	True
RGMB	protein_coding	True	True
RGMB-AS1	lncRNA	True	True
CSNK1A1P3	pseudogene	True	True
LOC105379099	lncRNA	True	True
CHD1	protein_coding	True	True
RNU6-402P	pseudogene	True	True
CHD1-DT	lncRNA	True	True
LOC100289230	lncRNA	True	True
RPS9P3	pseudogene	True	True
LOC107986436	lncRNA	True	True
GUSBP8	pseudogene	True	True
LINC02113	lncRNA	True	True
CRLF3P2	pseudogene	True	True
EEF1A1P20	pseudogene	True	True
MTCYBP22	pseudogene	True	True
MTND6P22	pseudogene	True	True
MTND5P10	pseudogene	True	True
MTND4P35	pseudogene	True	True
MTND4LP5	pseudogene	True	True
MTND3P19	pseudogene	True	True
MTCO3P22	pseudogene	True	True
MTATP6P2	pseudogene	True	True
MTATP8P3	pseudogene	True	True
MTCO2P22	pseudogene	True	True
MTCO1P22	pseudogene	True	True
GUSBP7	pseudogene	True	True
RNU6-1119P	pseudogene	True	True
LOC105379101	lncRNA	True	True
GUSBP19	transcribed_pseudogene	True	True
LOC100652833	pseudogene	True	True
LOC105379100	lncRNA	True	True
FAM174A-DT	lncRNA	True	True
FAM174A	protein_coding	True	True
RN7SKP62	pseudogene	True	True
ST8SIA4	protein_coding	True	True
MIR548P	miRNA	True	True
LOC107986437	lncRNA	True	True
LOC107986438	lncRNA	True	True
GTF3AP4	pseudogene	True	True
LOC105379102	lncRNA	True	True
RN7SL802P	pseudogene	True	True
OR7H2P	pseudogene	True	True
SLCO4C1	protein_coding	True	True
RN7SKP68	pseudogene	True	True
SLCO6A1	protein_coding	True	True
LOC124901035	lncRNA	True	True
LOC124901036	lncRNA	True	True
LINC00492	lncRNA	True	True
LINC00491	lncRNA	True	True
LOC105379104	lncRNA	True	True
PAM	protein_coding	True	True
EIF3KP1	pseudogene	True	True
LOC105379105	lncRNA	True	True
GIN1	protein_coding	True	True
PPIP5K2	protein_coding	True	True
LOC124901037	lncRNA	True	True
MACIR	protein_coding	True	True
PDZPH1P	pseudogene	True	True
LINC02115	lncRNA	True	True
NUDT12	protein_coding	True	True
LOC105379107	lncRNA	True	True
LOC101930276	lncRNA	True	True
LINC02163	lncRNA	True	True
RNU1-140P	pseudogene	True	True
RN7SL255P	pseudogene	True	True
LOC105379109	lncRNA	True	True
RNU6-334P	pseudogene	True	True
RAB9BP1	transcribed_pseudogene	True	True
LOC105379110	lncRNA	True	True
RNA5SP189	pseudogene	True	True
LOC345571	pseudogene	True	True
LOC100289569	pseudogene	True	True
LINC01950	lncRNA	True	True
PSMC1P5	pseudogene	True	True
EFNA5	protein_coding	True	True
LOC124901038	lncRNA	True	True
LOC345576	pseudogene	True	True
RN7SL782P	pseudogene	True	True
LOC124901039	lncRNA	True	True
RN7SKP122	pseudogene	True	True
FBXL17	protein_coding	True	True
LOC105379114	lncRNA	True	True
RPS20P3	pseudogene	True	True
LOC107986440	lncRNA	True	True
LINC01023	lncRNA	True	True
FER	protein_coding	True	True
RACK1P1	pseudogene	True	True
LOC100820733	pseudogene	True	True
RNU6-47P	pseudogene	True	True
GJA1P1	pseudogene	True	True
LOC124901040	lncRNA	True	True
LOC285638	lncRNA	True	True
PJA2	protein_coding	True	True
LOC105379117	lncRNA	True	True
KRT18P42	pseudogene	True	True
LOC124901041	protein_coding	True	True
MAN2A1	protein_coding	True	True
RN7SKP230	pseudogene	True	True
CT45B1P	pseudogene	True	True
LINC01848	lncRNA	True	True
PGAM5P1	pseudogene	True	True
LOC105379119	lncRNA	True	True
TMEM232	protein_coding	True	True
MIR548F3	miRNA	True	True
LOC124900207	snoRNA	True	True
SLC25A46	protein_coding	True	True
BCLAF1P1	pseudogene	True	True
LOC100131280	pseudogene	True	True
LOC105379121	lncRNA	True	True
TSLP	protein_coding	True	True
WDR36	protein_coding	True	True
LOC100129099	pseudogene	True	True
RPS3AP21	pseudogene	True	True
CAMK4	protein_coding	True	True
STARD4	protein_coding	True	True
STARD4-AS1	lncRNA	True	True
LOC105369177	lncRNA	True	True
LOC124901042	lncRNA	True	True
HMGN1P13	pseudogene	True	True
RN7SKP57	pseudogene	True	True
NREP	protein_coding	True	True
LOC105379122	lncRNA	True	True
HMGN1P14	pseudogene	True	True
NREP-AS1	lncRNA	True	True
EPB41L4A	protein_coding	True	True
EPB41L4A-AS1	lncRNA	True	True
SNORA13	snoRNA	True	True
LOC124901044	lncRNA	True	True
LOC101927023	lncRNA	True	True
EPB41L4A-DT	lncRNA	True	True
HMGB3P16	pseudogene	True	True
LOC124901043	lncRNA	True	True
LOC100286958	pseudogene	True	True
LINC02200	lncRNA	True	True
LOC102467216	lncRNA	True	True
APC	protein_coding	True	True
CBX3P3	pseudogene	True	True
RNU6-482P	pseudogene	True	True
SRP19	protein_coding	True	True
REEP5	protein_coding	True	True
XBP1P1	pseudogene	True	True
ZRSR2P1	pseudogene	True	True
LOC105379123	lncRNA	True	True
LOC105379126	lncRNA	True	True
DCP2	protein_coding	True	True
MCC	protein_coding	True	True
LOC124901045	lncRNA	True	True
LOC107986366	lncRNA	True	True
TSSK1B	protein_coding	True	True
RNU4ATAC13P	pseudogene	True	True
LOC124901046	lncRNA	True	True
YTHDC2	protein_coding	True	True
LOC107986441	lncRNA	True	True
LOC105379127	lncRNA	True	True
LOC124901047	lncRNA	True	True
KCNN2	protein_coding	True	True
RN7SKP89	pseudogene	True	True
LOC101927078	lncRNA	True	True
LINC01957	lncRNA	True	True
TRIM36	protein_coding	True	True
PGGT1B	protein_coding	True	True
RPS2P26	pseudogene	True	True
CCDC112	protein_coding	True	True
HMGN1P15	pseudogene	True	True
LOC105379129	lncRNA	True	True
LOC105379130	lncRNA	True	True
CTNNA1P1	pseudogene	True	True
AK3P4	pseudogene	True	True
LOC112267949	pseudogene	True	True
CCT5P1	pseudogene	True	True
FEM1C	protein_coding	True	True
TICAM2	protein_coding	True	True
TMED7-TICAM2	protein_coding	True	True
TICAM2-AS1	lncRNA	True	True
TMED7	protein_coding	True	True
LOC102467217	lncRNA	True	True
LOC124901048	lncRNA	True	True
H3P24	pseudogene	True	True
RNU2-49P	pseudogene	True	True
CDO1	protein_coding	True	True
LOC124901049	lncRNA	True	True
ATG12	protein_coding	True	True
AP3S1	protein_coding	True	True
LINCADL	lncRNA	True	True
LVRN	protein_coding	True	True
DDX43P1	pseudogene	True	True
ARL14EPL	protein_coding	True	True
RPS25P6	pseudogene	True	True
COMMD10	protein_coding	True	True
RNU6-644P	pseudogene	True	True
HMGN2P27	pseudogene	True	True
MIR12130	miRNA	True	True
LOC101927190	lncRNA	True	True
SEMA6A	protein_coding	True	True
SEMA6A-AS1	lncRNA	True	True
RPS14P8	pseudogene	True	True
SEMA6A-AS2	lncRNA	True	True
RPS17P2	pseudogene	True	True
LINC02214	lncRNA	True	True
LOC105379133	lncRNA	True	True
LOC105379136	lncRNA	True	True
LOC105379135	lncRNA	True	True
LOC105379134	lncRNA	True	True
LOC105379137	lncRNA	True	True
LOC107986375	protein_coding	True	True
LOC105379138	lncRNA	True	True
RPL35AP15	pseudogene	True	True
LOC105379139	lncRNA	True	True
LINC00992	lncRNA	True	True
LOC124900192	protein_coding	True	True
LOC124901050	lncRNA	True	True
LOC100129526	pseudogene	True	True
LINC02147	lncRNA	True	True
RPL7L1P4	pseudogene	True	True
LOC124901051	lncRNA	True	True
LINC02148	lncRNA	True	True
LINC02208	lncRNA	True	True
LINC02216	lncRNA	True	True
LINC02215	lncRNA	True	True
RNU7-34P	pseudogene	True	True
LOC124901052	lncRNA	True	True
DTWD2	protein_coding	True	True
PTMAP2	pseudogene	True	True
MIR1244-2	miRNA	True	True
DMXL1-DT	lncRNA	True	True
LOC124901188	pseudogene	True	True
LOC100128407	pseudogene	True	True
LOC100127986	pseudogene	True	True
LOC124901209	snoRNA	True	True
DMXL1	protein_coding	True	True
SEPTIN7P10	pseudogene	True	True
LAMTOR3P2	pseudogene	True	True
RNU6-701P	pseudogene	True	True
MIR5706	miRNA	True	True
TNFAIP8	protein_coding	True	True
RN7SL174P	pseudogene	True	True
LOC102723444	lncRNA	True	True
RNA5SP190	pseudogene	True	True
HSD17B4	protein_coding	True	True
LOC124901215	pseudogene	True	True
RPL21P58	pseudogene	True	True
FABP5P6	pseudogene	True	True
LOC107986444	lncRNA	True	True
LOC124901198	snoRNA	True	True
FAM170A	protein_coding	True	True
LOC348958	pseudogene	True	True
LOC105379144	lncRNA	True	True
LOC124901053	lncRNA	True	True
RNU6-718P	pseudogene	True	True
LOC124901054	lncRNA	True	True
PRR16	protein_coding	True	True
PRELID3BP8	pseudogene	True	True
RNU4-69P	pseudogene	True	True
LOC105379147	lncRNA	True	True
LOC102467226	lncRNA	True	True
RPL23AP44	pseudogene	True	True
RPL18P3	pseudogene	True	True
RSL24D1P10	pseudogene	True	True
LOC105379150	lncRNA	True	True
LOC105379149	lncRNA	True	True
FTMT	protein_coding	True	True
LOC105379148	lncRNA	True	True
SRFBP1	protein_coding	True	True
LOX	protein_coding	True	True
ZNF474-AS1	lncRNA	True	True
ZNF474	protein_coding	True	True
LOC100505841	protein_coding	True	True
SNCAIP	protein_coding	True	True
ANCV1RP	pseudogene	True	True
MGC32805	lncRNA	True	True
LOC107986446	lncRNA	True	True
LOC105379151	lncRNA	True	True
LOC101927357	lncRNA	True	True
LINC02201	lncRNA	True	True
ARGFXP1	pseudogene	True	True
SNX2	protein_coding	True	True
LOC105379154	lncRNA	True	True
LOC124901216	pseudogene	True	True
SNX24	protein_coding	True	True
LOC124901213	snoRNA	True	True
RN7SL689P	pseudogene	True	True
PPIC	protein_coding	True	True
PPIC-AS1	lncRNA	True	True
RN7SL711P	pseudogene	True	True
PRDM6-AS1	lncRNA	True	True
PRDM6	protein_coding	True	True
SUMO1P5	pseudogene	True	True
CEP120	protein_coding	True	True
KRT8P33	pseudogene	True	True
HMGB3P17	pseudogene	True	True
CSNK1G3	protein_coding	True	True
KRT18P16	pseudogene	True	True
LINC01170	lncRNA	True	True
LOC101927397	lncRNA	True	True
HMGB1P29	pseudogene	True	True
LOC107986448	lncRNA	True	True
LOC105379155	lncRNA	True	True
ZNF608	protein_coding	True	True
LOC105379156	lncRNA	True	True
RPL28P3	pseudogene	True	True
LOC105379157	lncRNA	True	True
LOC107986391	lncRNA	True	True
LOC124901055	lncRNA	True	True
LOC105379158	lncRNA	True	True
LOC101927421	lncRNA	True	True
HMGB1P22	pseudogene	True	True
RN7SKP117	pseudogene	True	True
LOC124901056	lncRNA	True	True
LINC02240	lncRNA	True	True
LOC100419321	pseudogene	True	True
RPSAP37	pseudogene	True	True
LINC02039	lncRNA	True	True
LOC101927488	lncRNA	True	True
GRAMD2B	protein_coding	True	True
LOC101927514	lncRNA	True	True
ALDH7A1	protein_coding	True	True
LOC124901189	pseudogene	True	True
PHAX	protein_coding	True	True
RPLP1P7	pseudogene	True	True
TEX43	protein_coding	True	True
LOC105379162	lncRNA	True	True
BOLA3P3	pseudogene	True	True
HSPE1P10	pseudogene	True	True
LMNB1-DT	lncRNA	True	True
RNU6-752P	pseudogene	True	True
LMNB1	protein_coding	True	True
MARCHF3	protein_coding	True	True
LOC105379163	lncRNA	True	True
C5orf63	protein_coding	True	True
MRPS5P3	pseudogene	True	True
LOC112267893	pseudogene	True	True
SELENOTP2	pseudogene	True	True
LOC105379198	protein_coding	True	True
MEGF10	protein_coding	True	True
LOC124901057	lncRNA	True	True
LOC105379199	protein_coding	True	True
HNRNPKP1	pseudogene	True	True
PRRC1	protein_coding	True	True
LOC124901058	lncRNA	True	True
CTXN3	protein_coding	True	True
LOC105379164	lncRNA	True	True
CCDC192	protein_coding	True	True
CUL1P1	pseudogene	True	True
LOC124901059	lncRNA	True	True
SLC12A2-DT	lncRNA	True	True
SLC12A2	protein_coding	True	True
POGLUT2P1	pseudogene	True	True
FBN2	protein_coding	True	True
LOC105379167	lncRNA	True	True
LOC105379168	lncRNA	True	True
SLC27A6	protein_coding	True	True
LOC102723638	lncRNA	True	True
LOC124901060	lncRNA	True	True
ISOC1	protein_coding	True	True
MIR4633	miRNA	True	True
LOC102723654	lncRNA	True	True
LOC105379169	lncRNA	True	True
MIR4460	miRNA	True	True
ADAMTS19-AS1	lncRNA	True	True
ADAMTS19	protein_coding	True	True
MINAR2	protein_coding	True	True
LOC112267944	lncRNA	True	True
CHSY3	protein_coding	True	True
RNU6ATAC10P	pseudogene	True	True
RNA5SP191	pseudogene	True	True
HSPA8P4	pseudogene	True	True
LOC105379171	lncRNA	True	True
RNU7-53P	pseudogene	True	True
ARL2BPP4	pseudogene	True	True
LOC107986449	lncRNA	True	True
RPL11P2	pseudogene	True	True
LOC402229	pseudogene	True	True
LOC105379172	lncRNA	True	True
HINT1	protein_coding	True	True
LYRM7	protein_coding	True	True
LOC124901061	lncRNA	True	True
CDC42SE2	protein_coding	True	True
LOC105379173	lncRNA	True	True
RAPGEF6	protein_coding	True	True
FNIP1	protein_coding	True	True
ACTBP4	pseudogene	True	True
MEIKIN	protein_coding	True	True
ACSL6	protein_coding	True	True
ACSL6-AS1	lncRNA	True	True
LOC124901062	lncRNA	True	True
LOC105379174	lncRNA	True	True
IL3	protein_coding	True	True
CSF2	protein_coding	True	True
P4HA2-AS1	lncRNA	True	True
P4HA2	protein_coding	True	True
MIR6830	miRNA	True	True
PDLIM4	protein_coding	True	True
LOC124901063	lncRNA	True	True
SLC22A4	protein_coding	True	True
MIR3936HG	lncRNA	True	True
MIR3936	miRNA	True	True
SLC22A5	protein_coding	True	True
IRF1-AS1	lncRNA	True	True
LOC124901064	lncRNA	True	True
IRF1	protein_coding	True	True
IL5	protein_coding	True	True
RAD50	protein_coding	True	True
TH2LCRR	lncRNA	True	True
IL13	protein_coding	True	True
IL4	protein_coding	True	True
LOC105379176	lncRNA	True	True
KIF3A	protein_coding	True	True
CCNI2	protein_coding	True	True
SEPTIN8	protein_coding	True	True
SOWAHA	protein_coding	True	True
SHROOM1	protein_coding	True	True
RNU7-15P	pseudogene	True	True
LOC124901190	snRNA	True	True
RNA5SP192	pseudogene	True	True
GDF9	protein_coding	True	True
UQCRQ	protein_coding	True	True
LEAP2	protein_coding	True	True
AFF4	protein_coding	True	True
EEF1A1P50	pseudogene	True	True
ATP6V0E1P1	pseudogene	True	True
LOC124901065	lncRNA	True	True
LOC402230	pseudogene	True	True
ZCCHC10	protein_coding	True	True
LOC107986374	pseudogene	True	True
HSPA4	protein_coding	True	True
LOC105379178	lncRNA	True	True
RPL6P15	pseudogene	True	True
FSTL4	protein_coding	True	True
CTB-49A3.2	lncRNA	True	True
LOC124901067	lncRNA	True	True
LOC124901068	lncRNA	True	True
CTB-3M24.3	lncRNA	True	True
MIR1289-2	miRNA	True	True
LOC124901066	lncRNA	True	True
LOC101060035	pseudogene	True	True
LOC124901210	snoRNA	True	True
WSPAR	lncRNA	True	True
LOC105379182	lncRNA	True	True
C5orf15	protein_coding	True	True
LOC105379183	lncRNA	True	True
VDAC1	protein_coding	True	True
LOC124901069	protein_coding	True	True
TCF7	protein_coding	True	True
SKP1	protein_coding	True	True
PPP2CA	protein_coding	True	True
MIR3661	miRNA	True	True
RPS13P6	pseudogene	True	True
CDKL3	protein_coding	True	True
UBE2B	protein_coding	True	True
CDKN2AIPNL	protein_coding	True	True
RPS10P11	pseudogene	True	True
LINC02999	lncRNA	True	True
RNU6-456P	pseudogene	True	True
LINC01843	lncRNA	True	True
RN7SL541P	pseudogene	True	True
LOC124901070	lncRNA	True	True
JADE2	protein_coding	True	True
LOC124901191	snRNA	True	True
SAR1B	protein_coding	True	True
RNU6-1311P	pseudogene	True	True
SEC24A	protein_coding	True	True
LOC124901192	snRNA	True	True
RNU6-1164P	pseudogene	True	True
RNU6-757P	pseudogene	True	True
CAMLG	protein_coding	True	True
DDX46	protein_coding	True	True
RPL34P13	pseudogene	True	True
C5orf24	protein_coding	True	True
TXNDC15	protein_coding	True	True
LOC124901071	lncRNA	True	True
PCBD2	protein_coding	True	True
MTCYBP18	pseudogene	True	True
MTND6P4	pseudogene	True	True
MTND5P11	pseudogene	True	True
MTND4P12	pseudogene	True	True
MTND4LP30	pseudogene	True	True
MTND3P25	pseudogene	True	True
CATSPER3	protein_coding	True	True
PITX1	protein_coding	True	True
PITX1-AS1	lncRNA	True	True
EPIST	lncRNA	True	True
LOC124901072	lncRNA	True	True
LINC02900	lncRNA	True	True
MACROH2A1	protein_coding	True	True
